,text,time
27,RT @CountessCommon1: “He came over and said ‘I like your wee dog’ and about 5 months later my wife and I were on the [Dumfries House] estat…,2022-12-09 19:03:41+00:00
28,Need Dumfries to go from 2017 Alonso to the 2022 version today.,2022-12-09 19:03:14+00:00
29,"RT @PremLeaguePanel: With Scaloni (3-5-2) essentially mirroring Van Gaal’s system (3-4-1-2), Netherlands should definitely be going with th…",2022-12-09 19:03:12+00:00
30,"#NEDARG #Qatar2022 #FIFAWorldCup 

Dumfries playing for Netherlands, Mac Allister lines up for Argentina. This would not happen in an independent Scotland ...",2022-12-09 19:03:08+00:00
31,"RT @Antipolluters: Mid Galloway &amp; Wigtown West (Dumfries &amp; Galloway) council by-election result, first preferences:   (8 December 2022)
CON…",2022-12-09 19:04:49+00:00
32,Official - Inter Wingback Denzel Dumfries Starts For Netherlands In World Cup Quartefinal Clash With Argentina #InterMilan #FCIM https://t.co/ICZ9faa9IA,2022-12-09 19:04:42+00:00
33,Not to forget Dumfries will assist hahahaha,2022-12-09 19:04:25+00:00
34,dumfries is on the pitch? https://t.co/B2EAzvG7uZ,2022-12-09 19:04:24+00:00
35,"RT @Antipolluters: Mid Galloway &amp; Wigtown West (Dumfries &amp; Galloway) council by-election result, first preferences:   (8 December 2022)
CON…",2022-12-09 19:04:20+00:00
36,"Someone put in Keown’s notes that Timber is slow and Dumfries is top class, poor guy🤣🤣🤣",2022-12-09 19:04:16+00:00
37,RT @lex_nwandu: Argentina need to find a way to shut out Dumfries,2022-12-09 19:05:45+00:00
38,If #Dumfries could somehow eliminate #Argentina tonight https://t.co/oOSeCUqpJm,2022-12-09 19:05:45+00:00
39,"Come on 

Dumfries &amp; De Paul get a booking 🟨🤞🏼 https://t.co/XM4sqNqKeE",2022-12-09 19:05:17+00:00
40,dumfries is going to give these guys problems 😭,2022-12-09 19:06:50+00:00
41,@BritainElects I didn’t know Dumfries &amp; Galloway was majority English area 🤔,2022-12-09 19:06:43+00:00
42,"RT @burroaks77: I can not express this enough. Do not overexpose yourself to one match.

I will casually mention that Dumfries is playing w…",2022-12-09 19:06:31+00:00
43,Acuna need fi watch Dumfries,2022-12-09 19:06:10+00:00
44,I need Dumfries to ball out this game too to make up for this betrayal,2022-12-09 19:07:53+00:00
45,"🇳🇱 Netherlands: Andries Noppert, Daley Blind, Nathan Ake, Virgil van Dijk (capt), Jurrien Timber, Denzel Dumfries, Marten de Roon, Steven Bergwijn, Frenkie de Jong, Cody Gakpo, Memphis Depay.",2022-12-09 19:07:52+00:00
46,@ScotNational Strong Tory area Dumfries and Galloway.,2022-12-09 19:07:46+00:00
47,"Dumfries/blind

Molina/acuna this game might be won with the team whose full backs progress/create more #NEDARG",2022-12-09 19:07:07+00:00
48,"RT @relevo: 🔝 Denzel Dumfries fue el MVP del partido contra Estados Unidos. 

⚽️ No es para menos: 1 gol y dos asistencias. Pero esa felici…",2022-12-09 19:07:00+00:00
49,Dumfries 🤣🤣,2022-12-09 19:08:59+00:00
50,Fichen a Dumfries @FCBarcelona_es,2022-12-09 19:08:58+00:00
51,COMO TE VAS A LLAMAR DUMFRIES,2022-12-09 19:08:57+00:00
52,Dumfries stinks of United overpaying for him,2022-12-09 19:08:53+00:00
53,love this dumfries man,2022-12-09 19:08:48+00:00
54,@gas1883 @ashbelsten1 Denzil Dumfries has an Aunt who lives in Bishopsworth which is a suburb of Bristol City!,2022-12-09 19:08:47+00:00
55,Que cagazo me da dumfries,2022-12-09 19:08:43+00:00
56,dumfries as a winger is hilarious,2022-12-09 19:08:37+00:00
57,dumfries '72,2022-12-09 19:08:34+00:00
58,"Denzel Justus Morris Dumfries
18 de abril de 1996 (edad 26 años), Róterdam, Países Bajos",2022-12-09 19:08:34+00:00
59,"Dumfries - Solid Player

World Cup Dumfries - Terror",2022-12-09 19:08:18+00:00
60,I hope someone breaks Dumfries’ legs i hate that mf,2022-12-09 19:08:14+00:00
61,Why is Dumfries always looking like someone has wronged him 💀😂,2022-12-09 19:08:13+00:00
62,Dumfries operating really high up on the right off the ball. LVG might be onto something nice here.,2022-12-09 19:08:08+00:00
63,"😂 The racist ref turned replies off?

Working hard for locals? 

#Recount #Dumfries #ToryScum https://t.co/902iyHq5Ct https://t.co/05TV11LpFY",2022-12-09 19:08:03+00:00
64,Guys to watch out- Gakpo and Dumfries,2022-12-09 19:09:48+00:00
65,Dumfries vs Acuna is a battle,2022-12-09 19:09:41+00:00
66,RT @husaynii_: Why is Dumfries always looking like someone has wronged him 💀😂,2022-12-09 19:09:36+00:00
67,Dumfries Van Dijk and Frenkie are the most important players for the Dutch. If they can perform they have a great chance #FIFAWorldCup2022,2022-12-09 19:09:33+00:00
68,Martin Keown just said “Dumfries is the danger man.” Ffs 🤦‍♂️,2022-12-09 19:09:28+00:00
69,OFC I FORGOT HOW GOOD DUMFRIES IS,2022-12-09 19:09:26+00:00
70,Dumfries,2022-12-09 19:09:23+00:00
71,Dumfries 🤣🤣🤣,2022-12-09 19:09:21+00:00
72,Spurs can do with dumfries,2022-12-09 19:09:15+00:00
73,With a name like Dumfries the #NED team needs a guy called Ketchup and another called Peri Peri,2022-12-09 19:09:14+00:00
74,Why don’t people like dumfries btw?….the guy looks solid to me,2022-12-09 19:09:13+00:00
75,RT @davidsalomonl: Que cagazo me da dumfries,2022-12-09 19:09:11+00:00
76,Watching the Netherlands again is giving me nightmares of how the US let Dumfries dunk on them last week… 💀,2022-12-09 19:09:08+00:00
77,"@hatefreeworldX It would be Van Dyk ,Dumfries vs Messi's and Martinez.

Great ..... 👍",2022-12-09 19:09:02+00:00
78,Watch your hand Dumfries.,2022-12-09 19:10:54+00:00
79,Loving the recognition Dumfries finally gets,2022-12-09 19:10:53+00:00
80,dumfries https://t.co/gP2y7me777,2022-12-09 19:10:47+00:00
81,Dumfries,2022-12-09 19:10:46+00:00
82,If Dumfries wants to turn up today holland win. Simple,2022-12-09 19:10:44+00:00
83,“Timber the 21 year old not particularly quick” and “Dumfries the AC Milan player” 😂😂😂😂 paid fucking professionals.,2022-12-09 19:10:42+00:00
84,RT @CountessCommon1: “He came over and said ‘I like your wee dog’ and about 5 months later my wife and I were on the [Dumfries House] estat…,2022-12-09 19:10:40+00:00
85,Dumfries is cooking something…,2022-12-09 19:10:39+00:00
86,Acuna vs Dumfries,2022-12-09 19:10:31+00:00
87,"My dad is watching the World Cup and just texted me:

“The last time I had Dumfries is when I went to Moron Burger”",2022-12-09 19:10:31+00:00
88,Let’s go #Orange #Netherlands #dumfries #OlandaArgentina,2022-12-09 19:10:27+00:00
89,"Noppert's pass out from the back almost cut off! 

A nice start by #NED though, who have some joy through Dumfries 

https://t.co/SrKojR6h5t #FifaWorldCup | #Qatar2022",2022-12-09 19:10:21+00:00
90,Dumfries= tonto frito https://t.co/mcBjzstQLn,2022-12-09 19:10:17+00:00
91,Bring Dumfries to N17 I beg,2022-12-09 19:10:17+00:00
92,Don't give Dumfries a inch of space,2022-12-09 19:10:07+00:00
93,RT @ChiniImaan: Dumfries Van Dijk and Frenkie are the most important players for the Dutch. If they can perform they have a great chance #F…,2022-12-09 19:10:03+00:00
94,The most “Dutch” footballer ever Denzel Dumfries! 😂,2022-12-09 19:10:02+00:00
95,Why do Inter fans hate Dumfries? I swear whenever I watch him play he balls out,2022-12-09 19:11:53+00:00
96,"RT @lorna1000ena: Brujas hermanas, ya saben qué hacer:
 Andries Noppert, Jurrien Timber,  Virgil van Dijk, Nathan Aké, Denzel Dumfries, Mar…",2022-12-09 19:11:47+00:00
97,@ManUtd sign both Dumfries and Gakpo #NEDARG,2022-12-09 19:11:28+00:00
98,"RT @ScotNational: The Scottish Conservatives have won a by-election in Dumfries and Galloway

https://t.co/pSDhNZ9L53",2022-12-09 19:11:17+00:00
99,Dumfries gonna be the RB in the team of the tournament. He’s been brilliant,2022-12-09 19:11:05+00:00
100,Denzel Dumfries is my favourite name from this world cup.,2022-12-09 19:11:02+00:00
101,@uchihasfan dumfries backpost zeb https://t.co/MKUZihVIoT,2022-12-09 19:12:52+00:00
102,Acuna vs Dumfries is an unreal mid-off,2022-12-09 19:12:33+00:00
103,he’s called dumfries 😭😭,2022-12-09 19:12:31+00:00
104,fun fact about me is that i went to basis with dumfries,2022-12-09 19:13:55+00:00
105,McAllister &amp; Dumfries dominate 🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🥃🥃,2022-12-09 19:13:41+00:00
106,"And don’t be disheartened, we’ll get there! 5% is above average for Dumfries &amp; Galloway, and good for what is now the most Tory ward in Scotland 💚 https://t.co/HCF0jMXbQ2",2022-12-09 19:13:29+00:00
107,Is dumfries ever present at the back post??,2022-12-09 19:13:25+00:00
108,"CONTEO. Los compañeros que se enfrentan hoy. #NED v #ARG. #Qatar2022 

Bayer Leverkusen: Exequiel Palacios v Jeremie Frimpong

Inter: Lautaro Martinez v Stefan de Vrij, Denzel Dumfries

Man City: Julian Alvarez v Nathan Aké

Man United: Lisandro Martinez v Tyrell Malacia https://t.co/QqTA6PafEe",2022-12-09 19:13:20+00:00
109,"This game is a United transfer window special:
-Gakpo
-Fernandez
-Frenkie
-Timber
-Dumfries",2022-12-09 19:13:15+00:00
110,Official – Inter Wingback Denzel Dumfries Starts For Netherlands In World Cup Quartefinal Clash With Argentina #ForzaInter #Internisti #Nerazzuri #Internazionale https://t.co/IxF96PekRC,2022-12-09 19:13:00+00:00
111,"RT @pelotazo: CONTEO. Los compañeros que se enfrentan hoy. #NED v #ARG. #Qatar2022 

Bayer Leverkusen: Exequiel Palacios v Jeremie Frimpong…",2022-12-09 19:14:45+00:00
112,"Argentina have left VVD as a free man &amp; are trying to mark everyone else man to man. But we can already see Dumfries being really high, Frenkie dropping very deep, Gakpo running into the space Bergwijn vacates creating some dynamics that are making Argentina run about.",2022-12-09 19:14:33+00:00
113,RT @suertipushi: fun fact about me is that i went to basis with dumfries,2022-12-09 19:14:28+00:00
114,@deejayfaremi Dumfries!!!,2022-12-09 19:14:22+00:00
115,RT @il_giuoco: Acuna vs Dumfries,2022-12-09 19:14:10+00:00
116,"commentators talking about dumfries: 'very strong, power... he's really quick' 😂 is the earth healing? call a spade a spade. same goes for reece james. #NEDARG",2022-12-09 19:15:51+00:00
117,Dumfries and Blind up in the Argentina box together,2022-12-09 19:15:41+00:00
118,Denzel Dumfries melhor lateral direito da copa com distância,2022-12-09 19:15:40+00:00
119,Kom op Dumfries show us the magic #Nedarg,2022-12-09 19:15:21+00:00
120,Best Last Name DUMFRIES !  #FifaWorldCup #Qatar2022 https://t.co/20dqZx5iAF,2022-12-09 19:15:13+00:00
121,Gif there on time ThanX Irene! Yes Donald’s been v faithful serving in St G’s &amp; Dumfries 👍🙏❤️ https://t.co/GnPD0fcszT,2022-12-09 19:15:07+00:00
122,Denzel Dumfries implies the existence of Trigger Smartgrills.,2022-12-09 19:15:01+00:00
123,"16’ #Qatar2022 #NEDvsARG Bien en el fondo la zaga albiceleste.

Llegaba la acción con centro pasado de Memphis Depay, Denzel Dumfries con el recentro, no pudo cabecear Daley Blind ante la buena marca de Nicolás Otamendi.

#NED 0-0 #ARG",2022-12-09 19:16:58+00:00
124,You lot want dumfries and dest at utd 😭,2022-12-09 19:16:55+00:00
125,"Argentina shouldn't sleep on Dumfries, Martinez might have to work overtime to help Acuna.",2022-12-09 19:16:53+00:00
126,Dumfries not used to defenders tracking him,2022-12-09 19:16:35+00:00
127,Van Gaal uses his wingbacks so well. Brings the best out of Blind and Dumfries.,2022-12-09 19:16:35+00:00
128,Dumfries = World Class,2022-12-09 19:16:32+00:00
129,"Lo importante que es Denzel Dumfries para #NED. 

En defensiva cuando baja desde el carril, cuando genera por banda, cuando busca un centro o una diagonal y, más que nada, cuando cierra a segundo poste como opción letal de ataque. 

#Qatar2022",2022-12-09 19:16:21+00:00
130,RT @VanguardBears: SNP smashed in Dumfries &amp; Galloway https://t.co/Z5JQmhvtau,2022-12-09 19:16:19+00:00
131,Dumfries is lethal,2022-12-09 19:16:17+00:00
132,Dumfries already making moves in that Argentinian box 😭,2022-12-09 19:16:15+00:00
133,dumfries that was a very nice move damn,2022-12-09 19:16:11+00:00
134,This Dumfries fella is a baller btw,2022-12-09 19:16:11+00:00
135,Dumfries sort nous un match fou stp,2022-12-09 19:16:11+00:00
136,dan face to face-nya sama dumfries:),2022-12-09 19:16:02+00:00
137,The Full back battles gonna determine the game. Need to keep Dumfries in check,2022-12-09 19:17:53+00:00
138,"Both Dumfries and Molina are adept at playing as wide attackers, and they are doing so this game.

The Dutch have an advantage in that Timber is much more adept at being a RB in possession than Romero. Timber is giving a lot more progression. Netherlands will have to use it well.",2022-12-09 19:17:25+00:00
139,@Kashe1dz dumfries,2022-12-09 19:17:18+00:00
140,"That Dumfries far post run is still there, I'm triggered, but it's still there.",2022-12-09 19:17:15+00:00
141,"RT @BritainElects: Mid Galloway &amp; Wigtown West (Dumfries &amp; Galloway) council by-election result, first preferences:

CON: 53.3% (+15.0)
SNP…",2022-12-09 19:17:03+00:00
142,dumfries is such a funny name,2022-12-09 19:18:57+00:00
143,Dumfries always looks like he doesn't want to be anywhere he is whenever he is anywhere he is. https://t.co/e93C0sg8gV,2022-12-09 19:18:43+00:00
144,Who will win? Mac Allister or Dumfries? 🏴󠁧󠁢󠁳󠁣󠁴󠁿 #NEDARG,2022-12-09 19:18:19+00:00
145,"Denzel dumfries is a good player, i will not mind manutd sign him to rival Dalot. My dear Manutd fans what do you think @Shawnifee @Ridwanullahii",2022-12-09 19:18:00+00:00
146,We might get Theo vs Dumfries in a World Cup final...,2022-12-09 19:19:56+00:00
147,dumfries? more like cumfries,2022-12-09 19:19:53+00:00
148,"RT @Muphyk: Denzel dumfries is a good player, i will not mind manutd sign him to rival Dalot. My dear Manutd fans what do you think @Shawni…",2022-12-09 19:19:41+00:00
149,"Ponme un Mac Allister con Dumfries, mostro.",2022-12-09 19:19:26+00:00
150,"I have been really impressed with Denzel Dumfries in this World Cup.

He’s like a Kenyan Olympic 400m runner running down that right-hand side .",2022-12-09 19:19:23+00:00
151,"Havent seen Dumfries have a bad game this entire tournament! 

Looking like another impressive performance here

#NEDARG",2022-12-09 19:19:21+00:00
152,"RT @DeanMThomson: Scottish Tories win local by-election in Dumfries &amp; Galloway with over 53% (+3%), SNP down -4.1%.",2022-12-09 19:19:20+00:00
153,@RuLoCheeks Doesn't need to be good enough. They need that extra man at the back to not get decimated like USA. Blind and Dumfries neither nimble or astute enough to beat Acuna &amp; Molina,2022-12-09 19:19:18+00:00
154,My thoughts on the recent high street data and what we are doing in Dumfries to adapt to the changing role of our town centre @midstquarter #reclaimthehighstreet https://t.co/VpqDKbncbM,2022-12-09 19:19:11+00:00
155,RT @DeanMThomson: Two bad local government by-elections for the SNP. Vote share dropping. Signs they struggled to motivate their voters:…,2022-12-09 19:20:05+00:00
156,Acuna is going to be fighting for his life as this game goes on. Absolute mismatch with Dumfries,2022-12-09 19:21:42+00:00
157,"RT @PremLeaguePanel: With Scaloni (3-5-2) essentially mirroring Van Gaal’s system (3-4-1-2), Netherlands should definitely be going with th…",2022-12-09 19:21:26+00:00
158,"Last call for toy donations! Share the love this holiday season and head on over to 17325 River Ridge Blvd, Dumfries, VA 22026 this Saturday and bring your donations of new and unwrapped toys!

#agent4thepeople #ToysforTots #Christmas #toydonations #toys #holidayseason #Christmas https://t.co/czgag6P43o",2022-12-09 19:21:10+00:00
159,"🇳🇱 0-0 🇦🇷
Memphis Depay cross to Denzel Dumfries causes a few tremors
📺 Watch live now on @RTE2 and @RTEplayer: https://t.co/2a31t0nJdX
📱 Live updates: https://t.co/WYLR1TyMV2
#FifaWorldCup #NEDARG  #rtsoccer https://t.co/0nMhTqDm8b",2022-12-09 19:21:03+00:00
160,"RT @BritainElects: Mid Galloway &amp; Wigtown West (Dumfries &amp; Galloway) council by-election result, first preferences:

CON: 53.3% (+15.0)
SNP…",2022-12-09 19:22:57+00:00
161,"Commentator: Dumfries

My Brain: https://t.co/9FXLnwBNJC",2022-12-09 19:22:51+00:00
162,I really want to see Denzel Dumfries at OT,2022-12-09 19:22:35+00:00
163,calling dumfries dumb fries is funny ma aznakhni,2022-12-09 19:23:55+00:00
164,"Dumfries beats Acuna in a 1v1 aerial to win FDJ's diagonal, plays in another player and Netherlands score. This may well happen.",2022-12-09 19:23:52+00:00
165,"RT @DeanMThomson: Scottish Tories win local by-election in Dumfries &amp; Galloway with over 53% (+3%), SNP down -4.1%.",2022-12-09 19:23:51+00:00
166,"Dumfries, give me the cutback bro.",2022-12-09 19:23:44+00:00
167,"Ojalá fichar a Denzel Dumfries. Que barbaridad de jugador. Lateral derecho, de lo que nos hace falta, con carácter, pase y gol. @Atleti",2022-12-09 19:23:37+00:00
168,como tr vas a llamar dumfries 💀💀💀💀,2022-12-09 19:23:28+00:00
169,dumfries,2022-12-09 19:23:26+00:00
170,"Whoever signs Dumfries for Chelsea will be questioned on judgement day

Keep that fraud faraway from the team",2022-12-09 19:23:23+00:00
171,Acuna vs Dumfries,2022-12-09 19:23:15+00:00
172,Dumfries looks like this cat https://t.co/OzjCrGdwah,2022-12-09 19:23:14+00:00
173,"@h330369636 @BarcaUniversal Yeah, Dumfries is sharp",2022-12-09 19:23:11+00:00
174,@h330369636 @BarcaUniversal Sharp = Dumfries,2022-12-09 19:23:01+00:00
175,"RT @Antipolluters: Mid Galloway &amp; Wigtown West (Dumfries &amp; Galloway) council by-election result, first preferences:   (8 December 2022)
CON…",2022-12-09 19:23:00+00:00
176,I really like dumfries would be so good for spurs,2022-12-09 19:24:43+00:00
177,How do you wake up one day and decide to name your kid Dumfries?,2022-12-09 19:24:41+00:00
178,how do i hate neth player named dumfries -_-,2022-12-09 19:24:40+00:00
179,Dumfries you've gotta dive for that,2022-12-09 19:24:39+00:00
180,DUMFRIES?? goofy ahh name,2022-12-09 19:24:13+00:00
181,Na this dumfries I dey fear pass.,2022-12-09 19:24:12+00:00
182,dumfries!,2022-12-09 19:24:02+00:00
183,"RT @PremLeaguePanel: With Scaloni (3-5-2) essentially mirroring Van Gaal’s system (3-4-1-2), Netherlands should definitely be going with th…",2022-12-09 19:25:57+00:00
184,Denzel Dumfries gonna be a perfect addition to Tottenham,2022-12-09 19:25:53+00:00
185,RT @NimaTavRood: With that result @Inter_en run of having at least one player in squad of #FIFAWorldCup finalist continues as either #Brozo…,2022-12-09 19:25:52+00:00
186,"RT @DeanMThomson: On the flip side, clearly the Scottish Labour Party (West Lothian) and the Scottish Conservatives (Dumfries &amp; Galloway) d…",2022-12-09 19:25:47+00:00
187,RT @DeanMThomson: Two bad local government by-elections for the SNP. Vote share dropping. Signs they struggled to motivate their voters:…,2022-12-09 19:25:45+00:00
188,dumfries…. hahah,2022-12-09 19:25:44+00:00
189,"Argentina taunya Messi doang. Belanda? VVD, Frenkie de Jong, Denzel Dumfries, Nathan Ake, Cody Gakpo, Memphis Depay, Jeremie Frimpong, Matthijs de Ligt",2022-12-09 19:25:35+00:00
190,@bettingvillage Dumfries 2 fouls so far…,2022-12-09 19:25:32+00:00
191,Acuna knows he won’t get the best of Dumfries 1v1 so he’s just baiting him into fouls the whole time 😂,2022-12-09 19:25:30+00:00
192,Dumfries https://t.co/ltUq7QYhKA,2022-12-09 19:25:23+00:00
193,CHELSEA MISSED OUT ON DUMFRIES!! 🗣️🗣️,2022-12-09 19:25:22+00:00
194,Dumfries bullying acuna all day,2022-12-09 19:25:20+00:00
195,Dumfries? https://t.co/lAZ2cxLcXv,2022-12-09 19:25:12+00:00
196,Am I alone in wanting to shout out loud 'AND GALLOWAY!' each time Dumfries gets a mention? #NEDARG #FIFAWorldCup,2022-12-09 19:25:11+00:00
197,"Denzel Dumfries - Welcome to Manchester United? 2022 - Skills, Tackles &amp; Goals | HD
 
https://t.co/E7W3oWmp7V https://t.co/DCx36XxfWq",2022-12-09 19:25:02+00:00
198,Acuna and Dumfries battle is a joy to watch .,2022-12-09 19:26:49+00:00
199,"@thfc_nia Neither. 

Molina has been pretty bad for Atletico and Dumfries is lacking technical qualities",2022-12-09 19:26:43+00:00
200,Also why I want #Arg to win is cz if Netherlands do then cfc fans will start calling for Boehly to sign Dumfries and I don't like Dumfries 😂😂🚮 #NEDARG,2022-12-09 19:26:43+00:00
201,@Hazariio Dumfries &amp; Depay have something for them today,2022-12-09 19:26:38+00:00
202,Solo yo veo un parecido entre Denzel Dumfries y Dennis Smith Jr ?,2022-12-09 19:26:37+00:00
203,Denzel Dumfries is the best name in football #NEDARG,2022-12-09 19:26:37+00:00
204,Dumfries - Some random location for his parents honeymoon that.,2022-12-09 19:26:18+00:00
205,RT @DouglasRob0: @SnpNot @AngrySalmond Nationalists cannot comprehend that there's little difference be Cumbria and Dumfrieshire. They cert…,2022-12-09 19:26:17+00:00
206,"god i hate dumfries, he looks like such a twat",2022-12-09 19:26:10+00:00
207,USA made Dumfries look like prime Cafu. He’s been shit outside of that match,2022-12-09 19:26:10+00:00
208,RT @mackayplanning: My thoughts on the recent high street data and what we are doing in Dumfries to adapt to the changing role of our town…,2022-12-09 19:26:05+00:00
209,@THFCSe i don’t know why some of our fans keep playing up dumfries,2022-12-09 19:27:44+00:00
210,@5liveSport @chris_sutton73 Dumfries is extremely good in the air and has the speed to toast Martinez. Makes sense to try to handle his pace and aerial abilities.,2022-12-09 19:27:21+00:00
211,"Argentina back five looking a lot like a four sometimes, because Acuna needs to hang back more like a conventional LB because Dumfries is rapid, while Molina can push almost like a winger with Romero covering wide (which he naturally does anyway)",2022-12-09 19:27:18+00:00
212,RT @HersmanM: Topsporters en steeds meer leiders maken gebruik van mentale training. Ik pleit voor een schoolvak waar je op termijn meer aa…,2022-12-09 19:27:14+00:00
213,Dumfries acting like he’s a prime Ashley Cole. Ffs,2022-12-09 19:27:04+00:00
214,"RT @BallotBoxScot: Mid Galloway and Wigtown West (Dumfries &amp; Galloway) By-Election, first preferences:

Conservative: 1787 (53.3%, +3.0)
SN…",2022-12-09 19:28:55+00:00
215,"RT @BadManBetting: ⚠️ Fouls pack. 

Interesting how much Argentina dominate the fouled section. 

Netherlands highest fouled player - Dumfr…",2022-12-09 19:28:51+00:00
216,"RT @PremLeaguePanel: With Scaloni (3-5-2) essentially mirroring Van Gaal’s system (3-4-1-2), Netherlands should definitely be going with th…",2022-12-09 19:28:50+00:00
217,Mark my words Denzel Dumfries is going to score the goal and that too in second half.,2022-12-09 19:28:38+00:00
218,Nice to see a Scottish county out there #Dumfries,2022-12-09 19:28:28+00:00
219,@vCazh @AndyRobsonTips What about dumfries?,2022-12-09 19:28:21+00:00
220,Argentina couldnt even defend the falklands how are they supposed to defend DUMFRIES,2022-12-09 19:28:12+00:00
221,@Eruoti_Sawyer How can you not like Dumfries. Most likable player ever.,2022-12-09 19:28:06+00:00
222,q nombre pelotudo dumfries,2022-12-09 19:28:05+00:00
223,"Dumfries and Blind are so high, Argentina effectively playing 5 at the back.",2022-12-09 19:29:48+00:00
224,"Gvardiol, Dumfries, Messi, Mbappe &amp; Saka are shoe ins for team of the tournament so far.",2022-12-09 19:29:39+00:00
225,@SelbyOSullivan9 @Fpl_Paolo @DonieFpl @ss @RegretFpl Dumfries needs to score to help save me...,2022-12-09 19:29:04+00:00
226,Scottish Tories win seat from Labour in council by-election https://t.co/iZRq2VX1I0,2022-12-09 19:30:58+00:00
227,Denzel Dumfries for the Netherlands against Argentina say his name #NEDARG https://t.co/4PesBQGNuV,2022-12-09 19:30:53+00:00
228,"@PremLeaguePanel don’t think Dumfries overpowers Acuña that easily …
it might come down to the wide overload Gakpo-Dumfries and Berwijn-Blind opening space for Memphis in the middle 
Argentina’s setup seems too negative and they may/will struggle to create chances will depend a lot on Messi",2022-12-09 19:30:45+00:00
229,netherlands tried that ball to dumfries at the back post and argentina had none of it formation change worked,2022-12-09 19:30:22+00:00
230,Scottish Tories win seat from Labour in council by-election https://t.co/iZRq2VEStS,2022-12-09 19:30:22+00:00
231,Good to see that the Scots did actually make it to the World Cup after all. McAllister for Argentina and Dumfries for the Netherlands,2022-12-09 19:30:22+00:00
232,"Faither just asked me where that Dumfries was playing his fitba, he didn’t appreciate my ‘Queen of the South’ answer as much as I thought he would",2022-12-09 19:30:17+00:00
