,text,time
42,damn martinez has a tabletop game store now,2022-12-09 19:01:42+00:00
43,Lisandro Martinez is about to continue what casemiro and Fred started earlier 😂😂😭😭😭,2022-12-09 19:01:37+00:00
44,"Two of my three favorite Martinez Argentines…

Poor Lautaro 😢 https://t.co/2co7HKO2Bh",2022-12-09 19:01:32+00:00
45,Martinez in the back 3 is interestint,2022-12-09 19:01:24+00:00
46,De Roon and Lisandro Martinez to get booked in this game.,2022-12-09 19:01:23+00:00
47,"If Argentina wins and Martinez put on a beast performance, I promise you I’ll never slander him again",2022-12-09 19:01:17+00:00
48,"Time for MESSI to injure Netherlands!! Serious games for GOATS!! 

BET MESSI TO CARRY Argentina. LISANDRO MARTINEZ to show some Lisandro Madness !! Here we go!!

#WorldCup",2022-12-09 19:01:13+00:00
49,Martínez-Otamendi-Romero as a back three is just a bunch of yellow cards in a trenchcoat,2022-12-09 19:01:12+00:00
50,"RT @AVFCOfficial: Emi Martínez starts @Argentina’s #FIFAWorldCup quarter-final with Netherlands tonight. 🇦🇷 

Go well, @EmiMartinezz1! 👊 ht…",2022-12-09 19:01:12+00:00
51,"RT @UnitedPeoplesTV: It's Lisandro Martinez time tonight, so we're doing a giveaway 😍 If Argentina beat the Netherlands, we'll give away on…",2022-12-09 19:01:09+00:00
52,"As the season grows colder, our Shelter needs all the warm winter gear you can spare! Specifically, they need:
Gloves, winter jackets, men's sweatpants/jeans in all sizes, fleece blankets, and more!  Please call Amanda Martinez at 719-589-5909 ext. 201 for an detailed list. https://t.co/iguXGejwVV",2022-12-09 19:01:06+00:00
53,"Argentina 🇦🇷 starting Lisandro Martinez, they don't want to take chances .",2022-12-09 19:01:03+00:00
54,"@deven_zip 1 nahi 2 baune hai, don't forget the butcher - lisandro martinez",2022-12-09 19:00:59+00:00
55,"Lautaro Martinez starting?
Sigh, another United player going home.😢",2022-12-09 19:00:58+00:00
56,"if Gapko scores with both Martinez at Argentina’s, @ManUtd should buy him 🤣",2022-12-09 19:00:56+00:00
57,"RT @melspurgatory: melanie martinez needs to release new music, i can only be delusional for so long.",2022-12-09 19:00:52+00:00
58,"And let the anxiety start! Last team of the #Americas i want them to go all the way!!! 

#fifa #worldcup #argentina #messi #martinez #vamosargentina @ Cypress, Texas https://t.co/Z7H0yN3638",2022-12-09 19:00:52+00:00
59,Scaloni now sees a reason to start Martinez lmaooooo,2022-12-09 19:00:51+00:00
60,I want a Martinez masterclass but I need Argentina gone tonight https://t.co/GVkitwNTgD,2022-12-09 19:00:44+00:00
61,Come on Martinez https://t.co/uajJWNZ3og,2022-12-09 19:00:42+00:00
62,RT @abzzz_1: Martinez istg u better behave tonight,2022-12-09 19:00:42+00:00
63,Just realised Argentina winning means Emi Martinez would become a world cup winner nah this cannot happen I ain't living in a universe where that happens,2022-12-09 19:00:40+00:00
64,"Martinez is gonna get a red card today😂😂

#FIFAWorldCup2022 #Qatar2022 #ARGNED #NEDARG",2022-12-09 19:00:36+00:00
65,"RT @UTDTrey: Forget Brazil, it’s time for Lisandro Martinez ball. You’re Welcome",2022-12-09 19:00:36+00:00
66,Battle of the best centre halves in the world tonight. Holland win and maybe Van Dijk can overtake Martinez,2022-12-09 19:00:35+00:00
67,@WesleyL10 😂😂😂why you dey wish Martinez bad na?,2022-12-09 19:00:32+00:00
68,Imagine having Dybala &amp; L. Martinez on the bench.,2022-12-09 19:00:27+00:00
69,"Potential trial dates are on the Lyon County docket in the case of Anthony Martinez, accused of drug distribution within 1,000 feet of a school. https://t.co/BTE1QV8QDV #KVOENews",2022-12-09 19:00:26+00:00
70,"RT @UTDTrey: Forget Brazil, it’s time for Lisandro Martinez ball. You’re Welcome",2022-12-09 19:00:25+00:00
71,"alvarez starting, fuck that martinez haircut merchant guy",2022-12-09 19:00:21+00:00
72,@laiprice_1 Yea we need Martinez back injury free,2022-12-09 19:00:16+00:00
73,Martinez istg u better behave tonight,2022-12-09 19:00:14+00:00
74,Why is Martinez Lisandro starting need Argentina to lose 😭,2022-12-09 19:00:13+00:00
75,Lisandro Martinez is taller than Lionel Messi. 😁,2022-12-09 19:00:09+00:00
76,@ananavarro The first I knew of Nicaragua was pitcher Dennis Martinez. He played for the Montreal Expos and he was called “El Presidente” I also remember the terrible earthquake that hit Managua and the rest of the country. I always enjoy your insight.,2022-12-09 19:00:05+00:00
77,"Lisandro Martinez starts for Argentina! Its a done deal! Argentina will win #ARG 
Excited to see Frenkie De Jong this game #NED  #NEDARG #FIFAWorldCupQatar2022",2022-12-09 19:00:04+00:00
78,Love to see some Emi Martinez tears tonight,2022-12-09 19:09:57+00:00
79,RT @AverageStriker: Neymar deserved to get knocked out of the World Cup after the way he treated Lisandro Martinez https://t.co/irF9M6qd4K,2022-12-09 19:09:52+00:00
80,He for no start Martinez now,2022-12-09 19:09:42+00:00
81,"No Martinez, they actually might have a chance here",2022-12-09 19:09:24+00:00
82,Thank the lord Argentina dropped lautaro Martinez he was shite last game,2022-12-09 19:09:24+00:00
83,Fuck I Forgot Argentina Got Lisandro Martinez,2022-12-09 19:09:22+00:00
84,"Martinez, Get the engine runnning!",2022-12-09 19:09:13+00:00
85,@OfficialVizeh Netherlands vs messi and emi martinez,2022-12-09 19:09:12+00:00
86,"RT @edgerunners: Spiky hair, super speed, and a heart of gold — David Martinez and Sonic make an unstoppable duo! https://t.co/vA8TAYbxNZ",2022-12-09 19:09:05+00:00
87,"@hatefreeworldX It would be Van Dyk ,Dumfries vs Messi's and Martinez.

Great ..... 👍",2022-12-09 19:09:02+00:00
88,"Day 9 of the 12 Days of Christmas Giveaways, Sponsored by Milwaukee Tool 🎄🎅 

Each day we are going to choose one lucky Military Service Member/Veteran at ✨RANDOM DRAW✨ to win a special prize and each day is something different! 

Todays Winner is..... Cruz Martinez🎉🎉 https://t.co/H1YQBQ7gn0",2022-12-09 19:09:00+00:00
89,Martinez otamendi and romero at the back this guy wan kill people,2022-12-09 19:09:00+00:00
90,Dont waste time! Givêaway one of them right now!! @NunoRib68175222 @rs_lemonlime @JomsJm @Baloch59750327 @MeowKenNFT @zoubairElboukri @amansamnani @ItsMahnster @khanpol3 @Hooot92575009 @LaFrout @kevinjabbari @C_M_Martinez @YUVI9723 https://t.co/i0j54Zdass,2022-12-09 19:08:56+00:00
91,"RT @UnitedPeoplesTV: It's Lisandro Martinez time tonight, so we're doing a giveaway 😍 If Argentina beat the Netherlands, we'll give away on…",2022-12-09 19:08:40+00:00
92,"@PembrokeAnthony @mike_petriello Judge's season was historically elite.  The Goldilocks ball didn't give him an advantage.  Supposedly, it's ""just right"" for pitchers and hitters.  It's just that a mushy ball was used elsewhere and for some hitters like JD Martinez it affected their power. 1/2",2022-12-09 19:08:38+00:00
93,@wildy_martinez @threespaces_xyz The @threespaces_xyz team is ready!  We love you right back 🎉 https://t.co/QMB9p6tbXL,2022-12-09 19:08:34+00:00
94,"RT @UTDTrey: Forget Brazil, it’s time for Lisandro Martinez ball. You’re Welcome",2022-12-09 19:08:32+00:00
95,@jonasheboras Ake over Martinez… https://t.co/xkalIOmrIy,2022-12-09 19:08:28+00:00
96,"Smart play Argentina, Martinez will hold his colleague, Gakpo at bay.",2022-12-09 19:08:24+00:00
97,"Tite, Martinez and Porchetino are the same caliber of coach! Just vibes and pray! #FIFAWorldCup2022",2022-12-09 19:08:09+00:00
98,"RT @UTDTrey: Forget Brazil, it’s time for Lisandro Martinez ball. You’re Welcome",2022-12-09 19:08:07+00:00
99,"RT @melspurgatory: melanie martinez needs to release new music, i can only be delusional for so long.",2022-12-09 19:07:56+00:00
100,@GaryLineker Amazed the superb form of Emiliano Martinez hasn’t been put down to his developmental time @OUFCOfficial (1 game on Emergency Loan in 2012)……..Wayne Brown taught him everything he knows!!,2022-12-09 19:07:53+00:00
101,Hi investors kindly bet on Jooo Shortingo Lisandro Martinez for possible Red Card tonight 🤣🤣🤣,2022-12-09 19:07:47+00:00
102,I love Lisandro Martinez and that’s why I need him knocked out of the World Cup today so he can get some rest before the PL resumes.,2022-12-09 19:07:47+00:00
103,Big opportunity here🐒 @shawnblackwoo15 @HRTBLR @matthew96521398 @CataleyaDeagui1 @vemula_damodar @martinez_5_0 @makeithappen817 @KHANONART @_V_Red_ @S22S0N @rAfA3l_LaGuNeRo @A_Z_Silver https://t.co/ATX5EYeg2i,2022-12-09 19:07:36+00:00
104,"my fav footballers from these nations
🇫🇷Benzema
🇦🇷Leo Messi , lisandro Martinez 
🇧🇷 Anthony 
🇪🇸De gea 
🇩🇪Kimmich
🇮🇹Immobile
🇵🇹C.Ronaldo bruno Fernandes 
🇳🇱Depay 
🏴󠁧󠁢󠁥󠁮󠁧󠁿David beckham Harry kane
🇸🇪Zlatan ibrahimovic https://t.co/XKUYqRkwEC",2022-12-09 19:07:33+00:00
105,RT @UnitedStandMUFC: Lisandro Martinez starts for Argentina as they face the Netherlands in the World Cup. [@gastonedul] #mufc,2022-12-09 19:07:33+00:00
106,"RT @SempreIntercom: Argentina Legend Mario Kempes: “Painful Choice For Lionel Scaloni To Bench Inter’s Lautaro Martinez, But Substitutes Mu…",2022-12-09 19:07:32+00:00
107,"RT @SempreIntercom: Argentina Legend Mario Kempes: “Painful Choice For Lionel Scaloni To Bench Inter’s Lautaro Martinez, But Substitutes Mu…",2022-12-09 19:07:32+00:00
108,RT @utdreport: Lisandro Martínez starts for #ARG against the Netherlands in their #FIFAWorldCup quarter-final tie [@gastonedul],2022-12-09 19:07:24+00:00
109,"@SodoMojoFS @StoreyClayton Final year is but Marco is owed $19M for 2023-24.  Not a lot but not a little for -0.1 bWAR pitcher. 

Yep same with JD Martinez.  He only put up a .700 OPS after May. Should have signed Bell.  Would have been a nice happy medium deal for a proven bat to share 1B/DH with Ty.",2022-12-09 19:07:19+00:00
110,Lautaro Martinez really flopped at this tournament.,2022-12-09 19:07:13+00:00
111,what happened to lautaro martinez?,2022-12-09 19:07:10+00:00
112,Oh my baby Lisandro Martinez. Sorry babe but I need you home. https://t.co/GHtr4fX1T1,2022-12-09 19:07:01+00:00
113,"Me as a United fan watching Martinez start, but needing Argentina and Messi to fail #NEDARG  https://t.co/me6NU6QLDU",2022-12-09 19:07:00+00:00
114,"@SolidBenedixOfc @BenedixRamos @BenediXquad @xquadglobal I don't have goals in life.-Olivier Martinez

#BenedixRamos || BENEDIX RAMOS
@BenedixRamos",2022-12-09 19:06:59+00:00
115,"RT @UTDTrey: Forget Brazil, it’s time for Lisandro Martinez ball. You’re Welcome",2022-12-09 19:06:37+00:00
116,@bettercallfoul Every fourth Argentine player seems tk be a Martinez 😅,2022-12-09 19:06:31+00:00
117,"The three players @TheEuropeanLad is enthusiastic about are on the same pitch right now - Messi, Martinez and De Jong. Lol 😂",2022-12-09 19:06:31+00:00
118,RT @AverageStriker: Neymar deserved to get knocked out of the World Cup after the way he treated Lisandro Martinez https://t.co/irF9M6qd4K,2022-12-09 19:06:30+00:00
119,Lisandro Martinez should go easy on his future teammate Cody Gakpo,2022-12-09 19:06:26+00:00
120,RT @RandySTG: Beef with the Martinez gang temporarily suspended (not Lautaro tho) https://t.co/RSZLS8hhZI,2022-12-09 19:06:07+00:00
121,RT @AdamCrafton_: Most people coming here to see what could be Lionel Messi’s farewell World Cup game. Or Louis Van Gal’s final match. And…,2022-12-09 19:06:01+00:00
122,The shoes that Otamendi and Martinez are about to throw at this haram football team... 😂😂😂😂,2022-12-09 19:05:43+00:00
123,"RT @UTDTrey: Forget Brazil, it’s time for Lisandro Martinez ball. You’re Welcome",2022-12-09 19:05:38+00:00
124,Beef with the Martinez gang temporarily suspended (not Lautaro tho) https://t.co/RSZLS8hhZI,2022-12-09 19:05:29+00:00
125,RT @ESPNFC: The reaction by Emi Martinez's teammates after his last-minute save 💙 https://t.co/JyCedt5euZ,2022-12-09 19:05:17+00:00
126,The only rival players I envy as an Arsenal supporter are Lisandro Martinez and Alexander Isak.,2022-12-09 19:05:15+00:00
127,These bastards started Lisandro Martinez to mess with me,2022-12-09 19:05:11+00:00
128,"RT @RoyNemer: Watching Gary Neville say that if Argentina play Brazil in the semi finals, he backs Allison over Emiliano Martínez in being…",2022-12-09 19:05:05+00:00
129,"RT @SempreIntercom: Argentina Legend Mario Kempes: “Painful Choice For Lionel Scaloni To Bench Inter’s Lautaro Martinez, But Substitutes Mu…",2022-12-09 19:05:03+00:00
130,"Is Martinez the worst wing in this entire tournament? 

To be playing off Messi and still not able to get a shot on goal is impressively bad",2022-12-09 19:14:46+00:00
131,"#TheRingFly

👑
1️⃣🇬🇧 Sunny Edwards
2️⃣🇲🇽 Julio Cesar Martinez
3️⃣🇺🇦 Artem Dalakian
4️⃣🇲🇽 Angel Ayala Lardizabal
5️⃣🇵🇷 McWilliams Arroyo
6️⃣🇨🇷 David Jimenez
7️⃣🇺🇸 Ricardo Sandoval
8️⃣🇿🇦 Jackson Chauke
9️⃣🇳🇮 Felix Alvarado
🔟🇳🇮 Cristofer Rosales  🆕",2022-12-09 19:14:37+00:00
132,"If everything goes right and the Cubs snag Correa, Murphy, and another starter and i’ll even throw in JD Martinez, are they a playoff team in 2023 in your eyes?",2022-12-09 19:14:33+00:00
133,"Argentina has brought back Lisandro Martinez to replace Alejandro Gomez in a tactical switch to their line-up for the World Cup quarter-final against the Netherlands, #argentinavsnetherlands
#FIFAWorldCup2022 #Messi𓃵
https://t.co/SZ5FBaUBwA",2022-12-09 19:14:21+00:00
134,"RT @UTDTrey: Forget Brazil, it’s time for Lisandro Martinez ball. You’re Welcome",2022-12-09 19:14:15+00:00
135,"Dear Martinez. 
 
You have my heart in your hands. Keep a clean sheet.  Don’t break my heart. You’re not a woman.  

Save me and Save the king Messi ! https://t.co/yAcAoAjtjq",2022-12-09 19:13:50+00:00
136,"RT @AVFCOfficial: Emi Martínez starts @Argentina’s #FIFAWorldCup quarter-final with Netherlands tonight. 🇦🇷 

Go well, @EmiMartinezz1! 👊 ht…",2022-12-09 19:13:49+00:00
137,Van Gaal should’ve started Luke de Jong instead of Bergwijn because a few crosses would be met by him easily over Lisandro Martinez,2022-12-09 19:13:22+00:00
138,"RT @LJxmes: Martinez to send Gakpo home early, to give him more time to pack for Manchester.",2022-12-09 19:13:00+00:00
139,RT @UnitedStandMUFC: Lisandro Martinez starts for Argentina as they face the Netherlands in the World Cup. [@gastonedul] #mufc,2022-12-09 19:12:45+00:00
140,RT @ESPNFC: Australia's coach Graham Arnold couldn't believe Lisandro Martínez blocked this shot 😱 https://t.co/ljyO4sDm1v,2022-12-09 19:12:39+00:00
141,"RT @UTDTrey: Forget Brazil, it’s time for Lisandro Martinez ball. You’re Welcome",2022-12-09 19:12:33+00:00
142,"ESPN had a lot more foreign commentators for the WC. In 2014 it had Michael Ballack, Steve McMananan and Roberto Martinez. In 2010 it had even more. Fox has one, Kelly Smith. I think that gives the coverage a lack of perspective And depth. #WorldCup #USMNT",2022-12-09 19:12:28+00:00
143,@rashyfaze I like this team because of Messi and Martinez.,2022-12-09 19:12:22+00:00
144,he's listening to melanie martinez while sobbing (the tears sizzle) about how no one came to his bday party https://t.co/KrnK2QxA2Z,2022-12-09 19:12:10+00:00
145,"RT @UTDTrey: Forget Brazil, it’s time for Lisandro Martinez ball. You’re Welcome",2022-12-09 19:11:47+00:00
146,"I got Netherlands winning, but shout out my son Butcher Martinez 🔪🔪",2022-12-09 19:11:46+00:00
147,"@Thunderbird_078 ARGENTINA NEW ALBUM LEAKED 🔥🔥
1. Overrated
2. Help me, i'm hungry (nirvana cover)
3. My owner (ft. Saudi Arabia)
4. I'm a fraud (Ft de paul and Dibu Martinez)
5. Carried (ft messi and di maria)
6. My Father (ft brazil)
7.  No money",2022-12-09 19:11:39+00:00
148,"drinking coffee, jump rope, vaping and smoking weed in intervals while listening to melanie martinez and dancing",2022-12-09 19:11:39+00:00
149,"RT @UTDTrey: Forget Brazil, it’s time for Lisandro Martinez ball. You’re Welcome",2022-12-09 19:11:37+00:00
150,"RT @Mo_utdrad: Ten Hag when he sees Martinez going to tackle Cody Gakpo on the counter attack 
https://t.co/0GMCFlAgO3",2022-12-09 19:11:24+00:00
151,RT @WriterAlejandra: It takes a village to accurately report information + present it in a way that's engaging &amp; clear. Huge THANK YOU to @…,2022-12-09 19:11:14+00:00
152,"@watchthewind_ @BreenzerFUT @DonkTrading Otamendi and Romero do indeed play there, with Martinez, vs the Dutch, in the World Cup quarter final",2022-12-09 19:11:09+00:00
153,"Amazing, it's really work! @surizart @keyoh__ @0xbadrhythm @janveeke @martinez_nu @LLCoolTrey32 @ctbond007 @Physics3221 @leezakhan31 @MrOftheUniverse @efffthat1 @_blockchainbae_ @AkaPaulB @apatel4423 https://t.co/I9PXBJusN7",2022-12-09 19:10:55+00:00
154,"RT @UTDTrey: Forget Brazil, it’s time for Lisandro Martinez ball. You’re Welcome",2022-12-09 19:10:46+00:00
155,"- Bradbury - (2020: Biden+4.8; pop. 921)

Governor: Dahle+17.9
Senate (Full-Term): Meuser+14.1
Controller: Chen+27.5

House (#CA31): Martinez (R)+17.6
State Senate (SD22): Tsai (R)+19.5
Assembly (AD41): McMahon (R)+16.8",2022-12-09 19:10:30+00:00
156,US Top News | Fri | 9 Dec | 20:09 | CET | Roberto Martinez lined up for swift return to international management with Mexico after Belgium exit https://t.co/SoWw0VYvyL,2022-12-09 19:10:17+00:00
157,RT @Oli_Ekun: Martinez fit tackle our economic problems.,2022-12-09 19:19:54+00:00
158,RT @Oli_Ekun: Martinez fit tackle our economic problems.,2022-12-09 19:19:43+00:00
159,@totalsane i just want them to win for Emi Martinez but i wouldn’t mind the Netherlands winning as well if I’m completely honest,2022-12-09 19:19:41+00:00
160,"@kdeleon resign. You’ve soiled your seat. Now take it with you. 

https://t.co/K9ErvKXq9T",2022-12-09 19:19:41+00:00
161,Rebel versus Shelly Martinez https://t.co/ofRnFfKKoA,2022-12-09 19:19:41+00:00
162,"RT @kennagq: I mean if Argentina Japa , I won't be mad.

Martinez will be ready for the EPL world cup",2022-12-09 19:19:31+00:00
163,"@supermariomovie WHERE IS CHARLES MARTINEZ!!!

I EANT HIM BACK!!!",2022-12-09 19:19:22+00:00
164,Yeah I think anyone who gets outsmarted by Roberto Martinez should be flogged in public. https://t.co/uF4R0BrHJ6,2022-12-09 19:19:21+00:00
165,"netherlands, pls dunk a few good ones on emi martinez tonight 🤲🏻",2022-12-09 19:19:21+00:00
166,"🏆 #WorldCup2022 | #Qatar2022

⏰ 18' | Steven Bergwijn tried to latch onto a through ball but Emiliano Martinez immediately clears the danger

#NED 0-0 #ARG

#NothingLikeOranje #LaAlbiceleste",2022-12-09 19:19:14+00:00
167,"Perfect catch, Martinez 🙌🏼🙌🏼🙌🏼🙌🏼",2022-12-09 19:19:14+00:00
168,"RT @_scofie: Argentina start Lisandro Martinez and you are
there waiting for them to lose like Brazil,, are you crazy 😧😳☹️",2022-12-09 19:19:13+00:00
169,RT @comradefyat: I want a Lisandro Martinez masterclass  but I want Messi out😂,2022-12-09 19:19:10+00:00
170,"RT @stighefootball: #ARG switch to back 3 allows Martínez and Romero to be very aggressive, pushing out and following #NED’s forwards into…",2022-12-09 19:19:02+00:00
171,I hate Jid and Melanin Martinez sm 🙄,2022-12-09 19:18:57+00:00
172,"Good job Martinez at picking up the ball, but maybe no more long passes?

#FIFAWorldCupQatar2022 #NEDARG #NetherlandsvsArgentina #LionelMessi #Messi",2022-12-09 19:18:50+00:00
173,@Kenyans This guy if Inter Lautaro Martinez,2022-12-09 19:18:49+00:00
174,Where's Lautaro Martinez ?,2022-12-09 19:18:47+00:00
175,Thanks for the contest!!! I got my crypto @carlosp96242583 @JustinTeal15 @fillemos @MattTrahan1 @69Bizniz @Mayhemnation @JefeWithadraco @GregKitchen6 @g4fgtkk39 @T3GINGA @JUANFE_MARTINEZ @OldWestHemp @GDRsAutographs @Primary_Blitz https://t.co/PODeALE4Mq,2022-12-09 19:18:47+00:00
176,Vеry prоfitable signals! I recоmmend everyone to follow their Telegram! @RutvikP84959421 @meerah800 @unoceo2 @Bankole74990069 @RajPrLQNNR @Maker_Martinez @leonhab1 @JanJabrocky @Preciou26620796 @Johnberchman61 @lhu14445227 @HenryWa90132002 https://t.co/cEf9xzYdrj,2022-12-09 19:18:45+00:00
177,"Argentina start Lisandro Martinez and you are
there waiting for them to lose like Brazil,, are you crazy 😧😳☹️",2022-12-09 19:18:42+00:00
178,"RT @stighefootball: #ARG switch to back 3 allows Martínez and Romero to be very aggressive, pushing out and following #NED’s forwards into…",2022-12-09 19:18:37+00:00
179,"Blind blaind blunt runt 
Carlos Martinez",2022-12-09 19:18:37+00:00
180,JUST IN: Letticia Martinez pleaded guilty to negligence that lead to the death of an 86 year old woman at Cappella Assisted Living and Memory Care in June of 2021. https://t.co/jxUeKI0ddr,2022-12-09 19:18:34+00:00
181,"MARTINEZ YOU BEAUTY 😭🤌
#FIFAWorldCupQatar2022 #NEDARG #NetherlandsvsArgentina #LionelMessi #Messi",2022-12-09 19:18:32+00:00
182,RT @Oli_Ekun: Martinez fit tackle our economic problems.,2022-12-09 19:18:30+00:00
183,Emiliano Martinez I will kiss ur mouthf,2022-12-09 19:18:27+00:00
184,RT @Oli_Ekun: Martinez fit tackle our economic problems.,2022-12-09 19:18:25+00:00
185,"18' - Attempt to pick out Bergwijn's run behind but Martinez is alert and gets there first.

🌐 https://t.co/LBeIFsaMRu

#SABCSportFootball | #Sisonke | #FIFAWorldCup https://t.co/yCl6cFH3Uj",2022-12-09 19:18:23+00:00
