,text,time,sentiment
84,"     Messi A great Hope for Argentina, a better partner for Bitget        ",2022-12-14 06:43:13+00:00,0.9373113
85,"RT : Messi, History maker   ",2022-12-14 06:39:05+00:00,0.99992335
86,As you sow so you reapThe equal amount of love and energy we are getting in return It was totally unexpected We will keep supporting you till eternity.   ,2022-12-14 06:38:12+00:00,0.9074031
87,"RT : I'm hoping for  finals.For CR7's arrogance, let Messi's  win. For Africa, let  win.I win",2022-12-14 06:36:45+00:00,0.9955869
88, fans in Kolkata gearing up for the big one.  ,2022-12-14 06:36:24+00:00,0.9850863
89,"RT : Messi, History maker   ",2022-12-14 06:35:09+00:00,0.99992335
90,Bangladesh!!! Congratulations Team Messi     ,2022-12-14 06:34:50+00:00,0.99987984
91,"RT : Messi, History maker   ",2022-12-14 06:33:55+00:00,0.99992335
92,RT : How The 1978 Gold winning Pakistan Hockey Team Inspired Argentina's 1978 World Cup Win!Cesar Luis Menotti was inspired,2022-12-14 06:32:52+00:00,0.9998977
93,"I'm hoping for  finals.For CR7's arrogance, let Messi's  win. For Africa, let  win.I win    either way.",2022-12-14 06:32:05+00:00,0.9824687
94,RT : Im so happy that Lionel Messi &amp; Argentina are going to the World Cup finals.And whats even more cool is that Blue Lock,2022-12-14 06:31:06+00:00,0.9998275
95,Messi becomes Argentina's goalscorer in world cup history with 11 goals.GOAT       #  ,2022-12-14 06:31:02+00:00,0.26259083
96, Argentina            Join ,2022-12-14 06:30:25+00:00,0.9071949
97,Argentina Fans                    ,2022-12-14 06:29:11+00:00,0.9924529
98,RT : The way to my heart is through my Best of luck to  today! Regardless of what happens in ,2022-12-14 06:29:11+00:00,0.97569036
99,"RT : Messi, History maker   ",2022-12-14 06:28:58+00:00,0.99992335
100,"RT : Messi, History maker   ",2022-12-14 06:27:57+00:00,0.99992335
101,RT : Will  join  in the Finals of  or will  spring another surprise?Who are you roo,2022-12-14 06:27:43+00:00,0.9976107
102,Argentina Fans go Wild                   ,2022-12-14 06:27:43+00:00,0.9978023
103,RT : Craze for football     ,2022-12-14 06:25:36+00:00,0.99931264
104,Argentine Fans Excited                 ,2022-12-14 06:25:35+00:00,0.9998467
105,"How good is ?? His name is pronouced Lee-Oh-Nell not Ly-Nell! That's his levels! So on Sunday, regardless of tomorrows outcome, only one man deserves to lift that trophy and end this insane debate- it has been amazing watching him thru the years  ",2022-12-14 06:24:49+00:00,0.9931384
106,"RT : Messi, History maker   ",2022-12-14 06:23:48+00:00,0.99992335
107,"RT : Winner Takes AllThe most crowded community will share a  of 15,000,000 $SHIB Rules:- Comment the team you",2022-12-14 06:22:00+00:00,0.636587
108,RT : GIVEAWAY: 3 $BNB for 3 random winners who guess the right champion of . Complete these tasks to be qualified:1.,2022-12-14 06:20:17+00:00,0.9997731
109,RT : win celebration Argentina Today Match  Love From Bangladesh Coxs bazar     ,2022-12-14 06:19:59+00:00,0.9998826
110,"we in the finals baby, vamos       ",2022-12-14 06:18:24+00:00,0.9660125
111,"RT : With one  and two gods ( and ),  has the chance of winning :  on ",2022-12-14 06:17:47+00:00,0.9475271
112,"RT : Messi, History maker   ",2022-12-14 06:17:31+00:00,0.99992335
113,RT : Will  join  in the Finals of  or will  spring another surprise?Who are you roo,2022-12-14 06:15:58+00:00,0.9976107
114,RT : If Messi score tonight against I will give out $40 to everyone who like and retweet this post/Argentina ,2022-12-14 06:15:34+00:00,0.99966466
115,"With one  and two gods ( and ),  has the chance of winning :  on  and why we love  despite controversies surrounding    ",2022-12-14 06:15:11+00:00,0.99992955
116,GOAT !!!            ,2022-12-14 06:15:00+00:00,0.43949538
117,"Even though there are so many legends in cricket and football , how crazy I am for these two people , it's known to my close people!This picture means a lot to me GOATs .        ",2022-12-14 06:14:48+00:00,0.9024055
118," lost today. But we are in the top 4 in the world, and we get one more game  Saturday Morning.  Bravo to  for showing they were the better team. From the fans of  wishing you the best on Sunday  final. Cheers.    ",2022-12-14 06:13:33+00:00,0.66422796
119,"RT : Messi, History maker   ",2022-12-14 06:12:38+00:00,0.99992335
120,"RT : Magical , Maestro , &amp; some brilliant hard work take  to the 6th  finals. For info,",2022-12-14 06:11:56+00:00,0.99992275
121,Congrats  &amp;   GO! To Final  !!! Enjoy all goals  3-0 in  vers. here |     ,2022-12-14 06:09:53+00:00,0.9968144
122,RT : How The 1978 Gold winning Pakistan Hockey Team Inspired Argentina's 1978 World Cup Win!Cesar Luis Menotti was inspired,2022-12-14 06:09:41+00:00,0.9998977
123,RT : Will  join  in the Finals of  or will  spring another surprise?Who are you roo,2022-12-14 06:06:40+00:00,0.9976107
124,   +  Wow this is amazing Friends check this out   ,2022-12-14 06:06:27+00:00,0.9997656
125,RT : GIVEAWAY: 3 $BNB for 3 random winners who guess the right champion of . Complete these tasks to be qualified:1.,2022-12-14 06:05:59+00:00,0.9997731
126,"RT : Winner Takes AllThe most crowded community will share a  of 15,000,000 $SHIB Rules:- Comment the team you",2022-12-14 06:05:27+00:00,0.636587
127,RT : Craze for football     ,2022-12-14 06:05:24+00:00,0.99931264
128,RT : Will  join  in the Finals of  or will  spring another surprise?Who are you roo,2022-12-14 06:04:20+00:00,0.9976107
129,RT : Craze for football     ,2022-12-14 06:04:16+00:00,0.99931264
130,"RT : Messi, History maker   ",2022-12-14 06:01:58+00:00,0.99992335
131,RT : The way to my heart is through my Best of luck to  today! Regardless of what happens in ,2022-12-14 06:00:45+00:00,0.97569036
132,RT : . NFT Checkout Demo with   Payment Method can purchase  directly with fiat currenc,2022-12-14 07:59:59+00:00,0.99975795
133,"FIFA World Cup Qatar 2022: Losing to Saudi Arabia was Argentinas turning point, says coach Scaloni. Have since won five consecutive matches to reach the tournament final.       ",2022-12-14 07:59:10+00:00,0.77453464
134,Argentina head to the finals after scoring three past Croatia.       ,2022-12-14 07:59:05+00:00,0.0064547043
135,RT : We Ronaldo fans right nowWe need global peace messi must not win this cup  ,2022-12-14 07:57:24+00:00,0.1729815
136,RT : . NFT Checkout Demo with   Payment Method can purchase  directly with fiat currenc,2022-12-14 07:56:10+00:00,0.99975795
137, i really hope to win   $BNB ,2022-12-14 07:55:43+00:00,0.79726887
138,"When Argentina lost to Saudi, Messi was mocked, it wasnt FIFAs plan back then.   ",2022-12-14 07:53:19+00:00,0.7252367
139,RT : Predict &amp; Win!!! Predict the winner of todays  match between  &amp;  to stand a chance to,2022-12-14 07:51:52+00:00,0.9220433
140,RT : GIVEAWAY: 3 $BNB for 3 random winners who guess the right champion of . Complete these tasks to be qualified:1.,2022-12-14 07:49:31+00:00,0.9997731
141,People Saying Worldcup Is Rigged Because Their Goat Was Just Warming Bench In The Worldcup And Couldn't Score More Than One Goal,2022-12-14 07:49:05+00:00,0.0027301721
142,"Running out of words to describe him, feel incredibly lucky as football fans that well be able to watch him in another World Cup final     ",2022-12-14 07:48:16+00:00,0.9991092
143,"RT : What can you say about the officiating in   as  , winner of  semis await winner",2022-12-14 07:47:16+00:00,0.99982256
144,RT : If Messi score tonight against I will give out $40 to everyone who like and retweet this post/Argentina ,2022-12-14 07:39:47+00:00,0.99966466
145,"Please stop with this ""It's being rigged"" so Messi can win it.That's Scouse levels of desperation.  ",2022-12-14 07:39:43+00:00,0.17156412
146,"WORLD CUP state of mind. Let's go! ....    @ Los Angeles, California ",2022-12-14 07:38:44+00:00,0.9914418
147,A village cottage made by a Bangladeshi fan      ,2022-12-14 07:37:25+00:00,0.99938047
148,RT : How to win  Follow our account   Retweet this post and tag 3 friends in the comments Set your acco,2022-12-14 07:37:10+00:00,0.9998852
149,RT : . NFT Checkout Demo with   Payment Method can purchase  directly with fiat currenc,2022-12-14 07:37:01+00:00,0.99975795
150,"WORLD CUP 2022: Argentina finalists, who joins them between Morocco and France?     ",2022-12-14 07:36:50+00:00,0.99817264
151,"I hope to see Argentina and Messi win this World Cup, which is the best Christmas gift in my life      ",2022-12-14 07:36:02+00:00,0.9786397
152,RT : . NFT Checkout Demo with   Payment Method can purchase  directly with fiat currenc,2022-12-14 07:35:51+00:00,0.99975795
153,"RT : Messi, History maker   ",2022-12-14 07:35:46+00:00,0.99992335
154,RT : Where's Messi?  Messi is already in the 2022 world cup final. Argentina 3-0 Croatia. Lionel Messi.  ,2022-12-14 07:32:25+00:00,0.29046413
155,"RT : What can you say about the officiating in   as  , winner of  semis await winner",2022-12-14 07:32:20+00:00,0.99982256
156,Argentina beat Croatia to reach in Final | worldcup 2022 Qatar  via         ,2022-12-14 07:32:10+00:00,0.8137243
157,Vamos   Can't wait to see  holding the World Cup trophy         ,2022-12-14 07:29:48+00:00,0.99980015
158,See the lion how it roars. is one man army.  defeated   ,2022-12-14 07:28:36+00:00,0.81547946
159,Enjoy sports as it comes. Stop bringing your personal agendas into it to discredit the other team or question people's support for a team or country. I support Messi and Argentina for this World Cup and the agendas flying will hold no water.   ,2022-12-14 07:27:50+00:00,0.9993843
160,When the World Cup is all said and done It will be Maradona and Messi as the greatest of all time  ,2022-12-14 07:26:50+00:00,0.99914074
161, Please win tonight and then kill those  assholes....make that fucker  cry....he desreves it so very much...MAROC POWER !!!!     ,2022-12-14 07:25:50+00:00,0.25980842
162,Never in doubt   ,2022-12-14 07:24:58+00:00,0.99958426
163,"RT : Messi, History maker   ",2022-12-14 07:24:54+00:00,0.99992335
164,RT : How to win  Follow our account   Retweet this post and tag 3 friends in the comments Set your acco,2022-12-14 07:24:53+00:00,0.9998852
165,RT : Messi is one match away from his dream    3 -  0   ,2022-12-14 07:24:37+00:00,0.15875384
166,One of the best interview     ,2022-12-14 07:24:08+00:00,0.99676347
167,"RT : Get up to speed this morning, in just 7 minutes with The Smart 7 Podcast...We've got huge news on , the l",2022-12-14 07:24:07+00:00,0.999332
168,RT :        Excuse me sir but we would love to ge,2022-12-14 07:23:59+00:00,0.998757
169,"Since losing to  in their opening game at this    are unbeaten at the iconic  Stadium. Argentina 2-0 MexicoNetherlands 2-2 Argentina (3-4) Argentina 3-0 Croatia This is the venue of the World Cup  on Sunday, 18 December. ",2022-12-14 07:23:00+00:00,0.17692214
170,RT : Where's Messi?  Messi is already in the 2022 world cup final. Argentina 3-0 Croatia. Lionel Messi.  ,2022-12-14 07:20:43+00:00,0.29046413
171,"RT : What can you say about the officiating in   as  , winner of  semis await winner",2022-12-14 07:20:35+00:00,0.99982256
172,"RT : Get up to speed this morning, in just 7 minutes with The Smart 7 Podcast...We've got huge news on , the l",2022-12-14 07:20:18+00:00,0.999332
173,"RT : Argentina is looking to reach their sixth World Cup final, while Croatia hopes to write itself into the history books as t",2022-12-14 07:20:15+00:00,0.09783444
174,"Get up to speed this morning, in just 7 minutes with The Smart 7 Podcast...We've got huge news on , the latest on ,  founder  arrested and  head to the  FinalListen here - ",2022-12-14 07:19:59+00:00,0.99174106
175,RT : GIVEAWAY: 3 $BNB for 3 random winners who guess the right champion of . Complete these tasks to be qualified:1.,2022-12-14 07:18:16+00:00,0.9997731
176,Congratulations to the  team and  for reaching the semi-finals of the . Keep your spirits up and win the CUP            ,2022-12-14 07:17:56+00:00,0.99752647
177,Thousands of  fans in Buenos Aires enjoyed  semi-final victory into the night        ,2022-12-14 07:17:54+00:00,0.9998355
178,RT : . NFT Checkout Demo with   Payment Method can purchase  directly with fiat currenc,2022-12-14 07:16:46+00:00,0.99975795
179, in the final of the  ,2022-12-14 07:16:12+00:00,0.77318025
180,"RT : Winner Takes AllThe most crowded community will share a  of 15,000,000 $SHIB Rules:- Comment the team you",2022-12-14 07:15:29+00:00,0.636587
181,RT : . NFT Checkout Demo with   Payment Method can purchase  directly with fiat currenc,2022-12-14 07:15:24+00:00,0.99975795
182,RT : 1978 : Fixing1986 : Hand of THIEFHistory is REPEATING      ,2022-12-14 07:14:35+00:00,0.09427281
183,1978 : Fixing1986 : Hand of THIEFHistory is REPEATING             ,2022-12-14 07:14:28+00:00,0.0058762804
184,RT : If Messi score tonight against I will give out $40 to everyone who like and retweet this post/Argentina ,2022-12-14 07:14:01+00:00,0.99966466
185,"RT : What can you say about the officiating in   as  , winner of  semis await winner",2022-12-14 07:13:55+00:00,0.99982256
186,"Opposition fans in Denial :- This  is rigged. Bro it's not rigged but written in stars ""   ",2022-12-14 07:11:16+00:00,0.75656027
187,RT : . NFT Checkout Demo with   Payment Method can purchase  directly with fiat currenc,2022-12-14 07:10:30+00:00,0.99975795
188,RT : . NFT Checkout Demo with   Payment Method can purchase  directly with fiat currenc,2022-12-14 07:10:30+00:00,0.99975795
189,. NFT Checkout Demo with   Payment Method can purchase  directly with fiat currency without going through multiple complicated steps! We wish  National Team all the best for the finals of the  . $ACH ,2022-12-14 07:10:09+00:00,0.94411933
190,2011 = up2012 = up2013 = up2014 = Down2015 = up2016 = up2017 = up2018 = Down2019 = up2020 = up2021 = up2022 = Down2023:.? ____Get your Dollar ready          BAT ,2022-12-14 07:08:05+00:00,0.8621195
191,Got 2 spares of tickets available for the last match in the World Cup final . Kindly send a Direct Message if interested thanks.      ,2022-12-14 07:07:49+00:00,0.99995863
192,Argentina 3-0 Croatia: Majestic Messi secures World Cup final spot        ,2022-12-14 07:07:36+00:00,0.970861
193,It's pretty clear...  is the goat  ,2022-12-14 07:07:03+00:00,0.9896534
194,RT : Chase your Dreams!2012: Alvarez asked Lionel Messi for a picture as a fan!2022: Alvarez and Messi score for Argentina in,2022-12-14 07:07:02+00:00,0.7844728
195,Two African Teams Playing against each other Today Which one do you think will make it to the final ?Like for Morocco or Retweet for France            ,2022-12-14 07:06:58+00:00,0.8136074
196,RT : How The 1978 Gold winning Pakistan Hockey Team Inspired Argentina's 1978 World Cup Win!Cesar Luis Menotti was inspired,2022-12-14 07:06:53+00:00,0.9998977
197,"If your feet can do the talking, you dont need social media  or, for that matter,  .        ",2022-12-14 07:06:30+00:00,0.99902344
198,"RT : What can you say about the officiating in   as  , winner of  semis await winner",2022-12-14 07:05:42+00:00,0.99982256
199,"RT : What can you say about the officiating in   as  , winner of  semis await winner",2022-12-14 07:04:46+00:00,0.99982256
200,"What can you say about the officiating in   as  , winner of  semis await winner of  in the final?         ",2022-12-14 07:02:37+00:00,0.99964786
201,RT : GIVEAWAY: 3 $BNB for 3 random winners who guess the right champion of . Complete these tasks to be qualified:1.,2022-12-14 07:02:01+00:00,0.9997731
202,RT : Chase your Dreams!2012: Alvarez asked Lionel Messi for a picture as a fan!2022: Alvarez and Messi score for Argentina in,2022-12-14 07:01:51+00:00,0.7844728
203, he is heading to the final  ,2022-12-14 07:01:29+00:00,0.6207592
204,but it's a part of life and i have seen many legends leaving the field in absolute tears          ,2022-12-14 07:00:19+00:00,0.0022332275
205,WHO will   play in  FINAL:   vs   ?! ,2022-12-14 07:00:17+00:00,0.73200387
206,RT : How to win  Follow our account  Retweet this post and tag 3 friends in the comments Set your accou,2022-12-14 08:59:29+00:00,0.9999176
207,RT : Majestic  was a treat to watch.  produced its best performance to reach the  final on 18th,2022-12-14 08:58:50+00:00,0.99988306
208,RT : Will  join  in the Finals of  or will  spring another surprise?Who are you roo,2022-12-14 08:58:03+00:00,0.9976107
209,Adidas Argentina Mens Home World Cup Messi Jersey           ,2022-12-14 08:55:26+00:00,0.9997682
210,RT : win celebration Argentina Today Match  Love From Bangladesh Coxs bazar     ,2022-12-14 08:54:41+00:00,0.9998826
211,RT : Best to ever do itGoat Forever  ,2022-12-14 08:50:50+00:00,0.9998449
212,What is the source of hatred/rivalry between Argentina  and Brazil . Players of Argentina are singing a song after every match referring to their dream of world cup and challenges with Brazil !!! Any ideas?     ,2022-12-14 08:50:02+00:00,0.43298644
213,RT : There will be a head-to-head battle between these two previous Golden Ball  winnersArgentina  Vs  CroatiaMore,2022-12-14 08:48:40+00:00,0.012035781
214,"RT : Lionel   has now scored 11 goals at the  , the outright most of any  player in the competitions hist",2022-12-14 08:46:17+00:00,0.969695
215,RT : How to win  Follow our account  Retweet this post and tag 3 friends in the comments Set your accou,2022-12-14 08:46:14+00:00,0.9999176
216,RT : Chase your Dreams!2012: Alvarez asked Lionel Messi for a picture as a fan!2022: Alvarez and Messi score for Argentina in,2022-12-14 08:42:52+00:00,0.7844728
217,RT : The way to my heart is through my Best of luck to  today! Regardless of what happens in ,2022-12-14 08:39:39+00:00,0.97569036
218,"RT : Messi, History maker   ",2022-12-14 08:39:14+00:00,0.99992335
219,Argentina Beats Croatia 3-0 Enter To Enter The Finals    ,2022-12-14 08:39:06+00:00,0.9346036
220,RT : The way to my heart is through my Best of luck to  today! Regardless of what happens in ,2022-12-14 08:34:47+00:00,0.97569036
221,RT : Craze for football     ,2022-12-14 08:33:04+00:00,0.99931264
222,RT : Argentina cruises past underdog Croatia 3-0. One final Chance for Messi to complete his otherwise perfect career!! ,2022-12-14 08:31:40+00:00,0.15894064
223, players are start getting sick. Everything is ready for  For sure  and  promised Messi the  and  ,2022-12-14 08:29:48+00:00,0.9865926
224,RT : How The 1978 Gold winning Pakistan Hockey Team Inspired Argentina's 1978 World Cup Win!Cesar Luis Menotti was inspired,2022-12-14 08:29:30+00:00,0.9998977
225,Argentina cruises past underdog Croatia 3-0. One final Chance for Messi to complete his otherwise perfect career!!    ,2022-12-14 08:29:17+00:00,0.03163061
226,RT : T-134 Wow Messi !!!MOTM 1MOTM 2MOTM 3MOTM 4Lionel  is one step closer to being the first Argentine to lif,2022-12-14 08:25:26+00:00,0.9840396
227, Incredible reaction from this Journalist as he shook hands with Messi (VIDEO+)      ,2022-12-14 08:25:08+00:00,0.8637888
228,RT : Ready for next  match?Write below your prediction Receive an exclusive photo DM if you're right ,2022-12-14 08:21:43+00:00,0.99985015
229,"Messi loosing against KSA was ""Couldnt handle big tournament pressure"" and then reaching final caused this a rigged competition?""Dont be shy, cry some more""    ",2022-12-14 08:21:26+00:00,0.06295342
230,Argentina defeats Croatia: Messi's dream lives      ,2022-12-14 08:20:39+00:00,0.7797982
